DrugBank ID,Name,CAS Number,PubChem Compound ID,PubChem_CID,CAS_Rn0,CAS_Rn1,CAS_Rn2,CAS_Rn3,CAS_Rn4,CAS_Rn5,CAS_Rn6,CAS_Rn7,CAS_Rn8,CAS_Rn9,CAS_Rn10
DB06412,Oxymetholone,434-07-1,5281034.0,5281034,434-07-1,,,,,,,,,,
DB06413,Armodafinil,112111-43-0,9690109.0,9690109,112111-43-0,,,,,,,,,,
DB06414,Etravirine,269055-15-4,193962.0,193962,269055-15-4,,,,,,,,,,
DB06441,Cangrelor,163706-06-7,9854012.0,9854012,163706-06-7,,,,,,,,,,
DB06448,Lonafarnib,193275-84-2,148195.0,148195,193275-84-2,,,,,,,,,,
DB06480,Prucalopride,179474-81-8,3052762.0,3052762,179474-81-8,,,,,,,,,,
DB06589,Pazopanib,444731-52-6,10113978.0,10113978,444731-52-6,,,,,,,,,,
DB06590,Ceftaroline fosamil,229016-73-3,9852981.0,9852981,229016-73-3,,,,,,,,,,
DB06594,Agomelatine,138112-76-2,82148.0,82148,138112-76-2,,,,,,,,,,
DB06595,Midostaurin,120685-11-2,9829523.0,9829523,120685-11-2,,,,,,,,,,
DB06603,Panobinostat,404950-80-7,6918837.0,6918837,404950-80-7,,,,,,,,,,
DB06605,Apixaban,503612-47-3,10182969.0,10182969,503612-47-3,,,,,,,,,,
DB06608,Tafenoquine,106635-80-7,,115358,106635-80-7,,,,,,,,,,
DB06614,Peramivir,330600-85-6,154234.0,154234,330600-85-6,229614-56-6,1041434-82-5,,,,,,,,
DB06616,Bosutinib,380843-75-4,5328940.0,5328940,380843-75-4,,,,,,,,,,
DB06626,Axitinib,319460-85-0,6450551.0,6450551,319460-85-0,,,,,,,,,,
DB06636,Isavuconazonium,742049-41-8,6918606.0,6918606,742049-41-8,,,,,,,,,,
DB06637,Dalfampridine,504-24-5,1727.0,1727,504-24-5,29212-32-6,916979-36-7,,,,,,,,
DB06654,Safinamide,133865-89-1,131682.0,131682,133865-89-1,,,,,,,,,,
DB06663,Pasireotide,396091-73-9,9941444.0,9941444,396091-73-9,820232-50-6,,,,,,,,,
DB06684,Vilazodone,163521-12-8,6918314.0,6918314,163521-12-8,,,,,,,,,,
DB06689,Ethanolamine oleate,2272-11-9,5282489.0,5282489,2272-11-9,,,,,,,,,,
DB06690,Nitrous oxide,10024-97-2,948.0,948,10024-97-2,97485-25-1,2227102-37-4,,,,,,,,
DB06691,Mepyramine,91-84-9,4992.0,4992,91-84-9,,,,,,,,,,
DB06694,Xylometazoline,526-36-3,5709.0,5709,526-36-3,,,,,,,,,,
DB06695,Dabigatran etexilate,211915-06-9,6445226.0,135565674,211915-06-9,,,,,,,,,,
DB06697,Artemether,71963-77-4,68911.0,68911,71963-77-4,,,,,,,,,,
DB06698,Betahistine,5638-76-6,2366.0,2366,5638-76-6,,,,,,,,,,
DB06699,Degarelix,214766-78-6,16136245.0,16136245,214766-78-6,,,,,,,,,,
DB06700,Desvenlafaxine,93413-62-8,125017.0,125017,93413-62-8,,,,,,,,,,
DB06701,Dexmethylphenidate,40431-64-9,154101.0,154101,40431-64-9,,,,,,,,,,
DB06702,Fesoterodine,286930-02-7,6918558.0,6918558,286930-02-7,286930-03-8,,,,,,,,,
DB06703,Gadobutrol,770691-21-9,70678987.0,70678987,770691-21-9,138071-82-6,,,,,,,,,
DB06704,Iobenguane,80663-95-2,60860.0,60860,80663-95-2,,,,,,,,,,
DB06705,Gadofosveset trisodium,193901-90-5,73049652.0,73049652,193901-90-5,,,,,,,,,,
DB06706,Isometheptene,503-01-5,22297.0,22297,503-01-5,,,,,,,,,,
DB06707,Levonordefrin,829-74-3,164739.0,164739,829-74-3,74812-63-8,,,,,,,,,
DB06708,Lumefantrine,82186-77-4,6437380.0,6437380,82186-77-4,120583-70-2,120583-71-3,,,,,,,,
DB06709,Methacholine,55-92-5,1993.0,1993,55-92-5,,,,,,,,,,
DB06710,Methyltestosterone,58-18-4,6010.0,6010,58-18-4,262423-02-9,,,,,,,,,
DB06711,Naphazoline,835-31-4,4436.0,4436,835-31-4,,,,,,,,,,
DB06712,Nilvadipine,75530-68-6,4494.0,4494,75530-68-6,,,,,,,,,,
DB06713,Norelgestromin,53016-31-2,62930.0,62930,53016-31-2,,,,,,,,,,
DB06714,Propylhexedrine,101-40-6,7558.0,7558,101-40-6,3595-11-7,,,,,,,,,
DB06715,Potassium Iodide,7681-11-0,4875.0,4875,7681-11-0,,,,,,,,,,
DB06716,Fospropofol,258516-89-1,3038498.0,3038498,258516-89-1,258516-87-9,,,,,,,,,
DB06717,Fosaprepitant,172673-20-0,219090.0,135413538,172673-20-0,265121-04-8,,,,,,,,,
DB06718,Stanozolol,10418-03-8,25249.0,25249,302-96-5,10418-03-8,,,,,,,,,
DB06723,Aluminum hydroxide,21645-51-2,10176082.0,10176082,21645-51-2,14762-49-3,,,,,,,,,
DB06724,Calcium carbonate,471-34-1,10112.0,10112,471-34-1,1317-65-3,13397-25-6,13397-26-7,13701-58-1,14791-73-2,72608-12-9,,,,
DB06725,Lornoxicam,70374-39-9,54690031.0,54690031,70374-39-9,,,,,,,,,,
DB06729,Sulfaphenazole,526-08-9,5335.0,5335,526-08-9,,,,,,,,,,
DB06736,Aceclofenac,89796-99-6,71771.0,71771,89796-99-6,,,,,,,,,,
DB06742,Ambroxol,18683-91-5,2132.0,2132,18683-91-5,107814-37-9,,,,,,,,,
DB06751,Drotaverine,14009-24-6,1712095.0,1712095,14009-24-6,985-12-6,,,,,,,,,
DB06755,Beta carotene,7235-40-7,5280489.0,5280489,7235-40-7,,,,,,,,,,
DB06756,Glycine betaine,107-43-7,247.0,247,107-43-7,,,,,,,,,,
DB06757,Manganese,7439-96-5,27854.0,27854,16397-91-4,7439-96-5,,,,,,,,,
DB06764,Tetryzoline,84-22-0,5419.0,5419,84-22-0,67731-53-7,,,,,,,,,
DB06766,Alcaftadine,147084-10-4,19371515.0,19371515,147084-10-4,,,,,,,,,,
DB06767,Ammonium chloride,12125-02-9,25517.0,25517,12125-02-9,54450-56-5,,,,,,,,,
DB06768,Ammonium lactate,515-98-0,62358.0,62358,515-98-052003-58-4(replacedby515-98-0),515-98-0,,,,,,,,,
DB06769,Bendamustine,16506-27-7,65628.0,65628,16506-27-7,,,,,,,,,,
DB06770,Benzyl alcohol,100-51-6,244.0,244,100-51-6,,,,,,,,,,
DB06771,Besifloxacin,141388-76-3,10178705.0,10178705,141388-76-3,,,,,,,,,,
DB06772,Cabazitaxel,183133-96-2,9854073.0,9854073,183133-96-2,,,,,,,,,,
DB06774,Capsaicin,404-86-4,1548943.0,1548943,404-86-4,,,,,,,,,,
DB06775,Carglumic acid,1188-38-1,121396.0,121396,1188-38-1,,,,,,,,,,
DB06777,Chenodeoxycholic acid,474-25-9,10133.0,10133,474-25-9,,,,,,,,,,
DB06778,Cupric sulfate,7758-98-7,24462.0,24462,7758-98-7,1332-14-5,10124-44-4,18939-61-2,,,,,,,
DB06781,Difluprednate,23674-86-4,443936.0,443936,23674-86-4,,,,,,,,,,
DB06782,Dimercaprol,59-52-9,3080.0,3080,59-52-9,,,,,,,,,,
DB06783,Prussian blue,14038-43-8,2724251.0,2724251,14038-43-8,,,,,,,,,,
DB06784,Gallium citrate Ga-67,41183-64-6,65430.0,65430,27905-02-8,30403-03-3,41183-64-6,,,,,,,,
DB06785,Ganirelix,124904-93-4,16130957.0,16130957,124904-93-4,129311-55-3,,,,,,,,,
DB06786,Halcinonide,3093-35-4,443943.0,443943,3093-35-4,,,,,,,,,,
DB06787,Hexocyclium,6004-98-4,24199.0,24199,6004-98-4,115-63-9,,,,,,,,,
DB06788,Histrelin,76712-82-8,56927879.0,56927879,220810-26-4,76712-82-8,,,,,,,,,
DB06789,Hydroxyprogesterone caproate,630-56-8,169870.0,169870,630-56-8,,,,,,,,,,
DB06791,Lanreotide,108736-35-2,71349.0,71349,108736-35-2,127984-74-1,,,,,,,,,
DB06792,Lanthanum carbonate,587-26-8,168924.0,168924,587-26-8,,,,,,,,,,
DB06794,Lodoxamide,53882-12-5,44564.0,44564,53882-12-5,,,,,,,,,,
DB06795,Mafenide,138-39-6,3998.0,3998,138-39-6,,,,,,,,,,
DB06796,Mangafodipir,155319-91-8,131704299.0,131704299,155319-91-8,,,,,,,,,,
DB06799,Methenamine,100-97-0,4101.0,4101,100-97-0,,,,,,,,,,
DB06800,Methylnaltrexone,916055-93-1,16089915.0,16089915,916055-93-1,,,,,,,,,,
DB06802,Nepafenac,78281-72-8,151075.0,151075,78281-72-8,,,,,,,,,,
DB06803,Niclosamide,50-65-7,4477.0,4477,50-65-7,1420-04-8,,,,,,,,,
DB06804,Nonoxynol-9,26027-38-3,72385.0,72385,14409-72-4,26571-11-9,26027-38-3,,,,,,,,
DB06809,Plerixafor,110078-46-1,65015.0,65015,110078-46-1,,,,,,,,,,
DB06810,Plicamycin,18378-89-7,163659.0,163659,18378-89-7,97666-60-9,,,,,,,,,
DB06811,Polidocanol,9002-92-0,656641.0,656641,3055-99-0,9043-30-5,9002-92-0,,,,,,,,
DB06813,Pralatrexate,146464-95-1,148121.0,148121,146464-95-1,,,,,,,,,,
DB06815,Pyrithione,1121-31-9,26041.0,1570,1121-30-8,1121-31-9,,,,,,,,,
DB06816,Pyrvinium,7187-62-4,5281035.0,5281035,7187-62-4,,,,,,,,,,
DB06817,Raltegravir,518048-05-0,54671008.0,54671008,518048-05-0,,,,,,,,,,
DB06819,Phenylbutyric acid,1821-12-1,4775.0,4775,1821-12-1,,,,,,,,,,
DB06820,Sulconazole,61318-90-9,5318.0,5318,61318-90-9,,,,,,,,,,
DB06823,Tiopronin,1953-02-2,5483.0,5483,1953-02-2,,,,,,,,,,
DB06824,Triethylenetetramine,112-24-3,5565.0,5565,112-24-3,,,,,,,,,,
DB06825,Triptorelin,57773-63-4,25074470.0,25074470,57773-63-4,,,,,,,,,,
DB06826,Unoprostone,120373-36-6,5311236.0,5311236,120373-36-6,,,,,,,,,,
DB06827,Viomycin,32988-50-4,3037981.0,135398671,32988-50-4,37883-00-4,,,,,,,,,
DB07565,Chloramphenicol succinate,3544-94-3,656580.0,656580,3544-94-3,,,,,,,,,,
DB07776,Flavone,525-82-6,10680.0,10680,525-82-6,,,,,,,,,,
DB08329,Sulthiame,61-56-3,5356.0,5356,61-56-3,,,,,,,,,,
DB08439,Parecoxib,198470-84-7,119828.0,119828,198470-84-7,,,,,,,,,,
DB08604,Triclosan,3380-34-5,5564.0,5564,3380-34-5,,,,,,,,,,
DB08797,Salicylamide,65-45-2,5147.0,5147,65-45-2,,,,,,,,,,
DB08799,Antazoline,91-75-8,2200.0,2200,91-75-8,,,,,,,,,,
DB08801,Dimetindene,5636-83-9,21855.0,21855,5636-83-9,,,,,,,,,,
DB08804,Nandrolone decanoate,360-70-3,9677.0,9677,360-70-3,,,,,,,,,,
DB08809,Dichloroacetic acid,79-43-6,6597.0,6597,79-43-6,,,,,,,,,,
DB08814,Triflusal,322-79-2,9458.0,9458,322-79-2,,,,,,,,,,
DB08815,Lurasidone,367514-87-2,213046.0,213046,367514-87-2,,,,,,,,,,
DB08816,Ticagrelor,274693-27-5,9871419.0,9871419,274693-27-5,,,,,,,,,,
DB08818,Hyaluronic acid,9004-61-9,24759.0,24759,125935-84-4,9004-61-9,,,,,,,,,
DB08819,Tafluprost,209860-87-7,9868491.0,9868491,209860-87-7,,,,,,,,,,
DB08820,Ivacaftor,873054-44-5,16220172.0,16220172,873054-44-5,,,,,,,,,,
DB08822,Azilsartan medoxomil,863031-21-4,11238823.0,135409642,863031-21-4,,,,,,,,,,
DB08823,Spinosad,168316-95-8,17754356.0,17754356,168316-95-8,,,,,,,,,,
DB08824,Ioflupane I-123,155798-07-5,3086674.0,3086674,155798-07-5,,,,,,,,,,
DB08826,Deferiprone,30652-11-0,2972.0,2972,30652-11-0,,,,,,,,,,
DB08827,Lomitapide,182431-12-5,9853053.0,9853053,182431-12-5,,,,,,,,,,
DB08828,Vismodegib,879085-55-9,24776445.0,24776445,879085-55-9,,,,,,,,,,
DB08842,Acetylcarnitine,3040-38-8,7045767.0,7045767,3040-38-8,,,,,,,,,,
DB08860,Pitavastatin,147511-69-1,5282452.0,5282452,147511-69-1,147526-32-7,121659-03-8,,,,,,,,
DB08864,Rilpivirine,500287-72-9,6451164.0,6451164,500287-72-9,,,,,,,,,,
DB08865,Crizotinib,877399-52-5,11626560.0,11626560,877399-52-5,,,,,,,,,,
DB08867,Ulipristal,159811-51-5,13559281.0,13559281,159811-51-5,,,,,,,,,,
DB08868,Fingolimod,162359-55-9,107970.0,107970,162359-55-9,,,,,,,,,,
DB08869,Tesamorelin,218949-48-5,56928011.0,56928011,218949-48-5,,,,,,,,,,
DB08871,Eribulin,253128-41-5,73425383.0,11354606,253128-41-5,,,,,,,,,,
DB08872,Gabapentin enacarbil,478296-72-9,9883933.0,9883933,478296-72-9,,,,,,,,,,
DB08873,Boceprevir,394730-60-0,10324367.0,10324367,394730-60-0,,,,,,,,,,
DB08874,Fidaxomicin,873857-62-6,70678896.0,10034073,873857-62-6,,,,,,,,,,
DB08875,Cabozantinib,849217-68-1,25102847.0,25102847,849217-68-1,,,,,,,,,,
DB08877,Ruxolitinib,941678-49-5,25126798.0,25126798,941678-49-5,,,,,,,,,,
DB08880,Teriflunomide,163451-81-8,54684141.0,54684141,163451-81-8,108605-62-5,,,,,,,,,
DB08881,Vemurafenib,918504-65-1,42611257.0,42611257,918504-65-1,,,,,,,,,,
DB08882,Linagliptin,668270-12-0,10096344.0,10096344,668270-12-0,,,,,,,,,,
DB08883,Perampanel,380917-97-5,9924495.0,9924495,380917-97-5,,,,,,,,,,
DB08884,Gadoxetic acid,135326-11-3,131704314.0,131704314,135326-11-3,,,,,,,,,,
DB08887,Icosapent ethyl,86227-47-6,9831415.0,9831415,86227-47-6,73310-10-8,,,,,,,,,
DB08889,Carfilzomib,868540-17-4,11556711.0,11556711,868540-17-4,,,,,,,,,,
DB08890,Linaclotide,851199-59-2,16158208.0,16158208,851199-59-2,,,,,,,,,,
DB08893,Mirabegron,223673-61-8,9865528.0,9865528,223673-61-8,,,,,,,,,,
DB08895,Tofacitinib,477600-75-2,9926791.0,9926791,477600-75-2,,,,,,,,,,
DB08896,Regorafenib,755037-03-7,11167602.0,11167602,755037-03-7,,,,,,,,,,
DB08897,Aclidinium,727649-81-2,11434515.0,11434515,727649-81-2,,,,,,,,,,
DB08899,Enzalutamide,915087-33-1,15951529.0,15951529,915087-33-1,,,,,,,,,,
DB08901,Ponatinib,943319-70-8,24826799.0,24826799,943319-70-8,,,,,,,,,,
DB08903,Bedaquiline,843663-66-1,5388906.0,5388906,843663-66-1,654653-93-7,,,,,,,,,
DB08905,Formestane,566-48-3,11273.0,11273,566-48-3,,,,,,,,,,
DB08906,Fluticasone furoate,397864-44-7,9854489.0,9854489,397864-44-7,779352-12-4,,,,,,,,,
DB08907,Canagliflozin,842133-18-0,24812758.0,24812758,842133-18-0,928672-86-0,,,,,,,,,
DB08908,Dimethyl fumarate,624-49-7,637568.0,637568,624-49-7,23055-10-9,152443-03-3,,,,,,,,
DB08909,Glycerol phenylbutyrate,611168-24-2,10482134.0,10482134,611168-24-2,,,,,,,,,,
DB08910,Pomalidomide,19171-19-8,134780.0,134780,19171-19-8,,,,,,,,,,
DB08911,Trametinib,871700-17-3,11707110.0,11707110,871700-17-3,,,,,,,,,,
DB08912,Dabrafenib,1195765-45-7,44462760.0,44462760,1195765-45-7,,,,,,,,,,
DB08913,Radium Ra 223 dichloride,444811-40-9,,,444811-40-9,,,,,,,,,,
DB08916,Afatinib,850140-72-6,10184653.0,10184653,850140-72-6,439081-18-2,,,,,,,,,
DB08918,Levomilnacipran,96847-54-0,6917779.0,6917779,96847-54-0,,,,,,,,,,
DB08930,Dolutegravir,1051375-16-6,54726191.0,54726191,1051375-16-6,,,,,,,,,,
DB08931,Riociguat,625115-55-1,11304743.0,11304743,625115-55-1,,,,,,,,,,
DB08932,Macitentan,441798-33-0,16004692.0,16004692,441798-33-0,,,,,,,,,,
DB08933,Luliconazole,187164-19-8,3003141.0,3003141,187164-19-8,,,,,,,,,,
DB08934,Sofosbuvir,1190307-88-0,45375808.0,45375808,1190307-88-0,,,,,,,,,,
DB08936,Chlorcyclizine,82-93-9,2710.0,2710,82-93-9,,,,,,,,,,
DB08938,Magaldrate,74978-16-8,3086011.0,122706784,74978-16-8,,,,,,,,,,
DB08941,Isoxsuprine,395-28-8,11779629.0,11779629,395-28-8,,,,,,,,,,
DB08943,Isoconazole,27523-40-6,3760.0,3760,27523-40-6,,,,,,,,,,
DB08944,Isoaminile,77-51-0,12162152.0,12162152,77-51-0,,,,,,,,,,
DB08946,Iopanoic acid,96-83-3,3735.0,3735,96-83-3,,,,,,,,,,
DB08947,Iopamidol,60166-93-0,65492.0,65492,60166-93-0,66108-95-0,,,,,,,,,
DB08949,Inositol nicotinate,6556-11-2,3720.0,3720,6556-11-2,,,,,,,,,,
DB08950,Indoramin,26844-12-2,33625.0,33625,26844-12-2,,,,,,,,,,
DB08958,Hexetidine,141-94-6,3607.0,3607,141-94-6,,,,,,,,,,
DB08964,Gemeprost,64318-79-2,5282237.0,5282237,64318-79-2,,,,,,,,,,
DB08965,Fusafungine,1393-87-9,3084092.0,3084092,1393-87-9,,,,,,,,,,
DB08966,Fursultiamine,804-30-8,3002119.0,3002119,804-30-8,,,,,,,,,,
DB08967,Dimetotiazine,7456-24-8,3089.0,3089,7456-24-8,,,,,,,,,,
DB08971,Fluocortolone,152-97-6,9053.0,9053,152-97-6,,,,,,,,,,
DB08976,Floctafenine,23779-99-9,76958517.0,3360,23779-99-9,,,,,,,,,,
DB08981,Fenbufen,36330-85-5,3335.0,3335,36330-85-5,,,,,,,,,,
DB08985,Etilefrine,709-55-7,3306.0,3306,709-55-7,10128-36-6,,,,,,,,,
DB08987,Etidocaine,36637-18-0,37497.0,37497,36637-18-0,38188-41-9,38188-42-0,60108-68-1,,,,,,,
DB08988,Ethoheptazine,77-15-6,6469.0,6469,77-15-6,,,,,,,,,,
DB08995,Diosmin,520-27-4,5281613.0,5281613,520-27-4,,,,,,,,,,
DB09009,Articaine,23964-58-1,32170.0,32170,23964-58-1,,,,,,,,,,
DB09015,Canrenoic acid,4138-96-9,656615.0,656615,4138-96-9,2181-04-6,,,,,,,,,
DB09019,Bromhexine,3572-43-8,2442.0,2442,3572-43-8,,,,,,,,,,
DB09020,Bisacodyl,603-50-9,2391.0,2391,603-50-9,,,,,,,,,,
DB09026,Aliskiren,173334-57-1,5493444.0,5493444,173334-57-1,173334-58-2,,,,,,,,,
DB09027,Ledipasvir,1256388-51-8,67505836.0,67505836,1256388-51-8,,,,,,,,,,
DB09030,Vorapaxar,618385-01-6,10077130.0,10077130,618385-01-6,,,,,,,,,,
DB09031,Miltefosine,58066-85-6,3599.0,3599,58066-85-6,,,,,,,,,,
DB09034,Suvorexant,1030377-33-3,24965990.0,24965990,1030377-33-3,,,,,,,,,,
DB09038,Empagliflozin,864070-44-0,11949646.0,11949646,864070-44-0,,,,,,,,,,
DB09039,Eliglustat,491833-29-5,23652731.0,23652731,491833-29-5,,,,,,,,,,
DB09040,Efinaconazole,164650-44-6,489181.0,489181,164650-44-6,,,,,,,,,,
DB09041,Tavaborole,174671-46-6,11499245.0,11499245,174671-46-6,,,,,,,,,,
DB09042,Tedizolid phosphate,856867-55-5,11476460.0,11476460,856867-55-5,,,,,,,,,,
DB09047,Finafloxacin,209342-40-5,11567473.0,11567473,209342-40-5,,,,,,,,,,
DB09048,Netupitant,290297-26-6,6451149.0,6451149,290297-26-6,,,,,,,,,,
DB09049,Naloxegol,854601-70-0,56959087.0,56959087,854601-70-0,,,,,,,,,,
DB09050,Ceftolozane,689293-68-3,53234134.0,53234134,689293-68-3,,,,,,,,,,
DB09053,Ibrutinib,936563-96-1,24821094.0,24821094,936563-96-1,,,,,,,,,,
DB09054,Idelalisib,870281-82-6,11625818.0,11625818,870281-82-6,1146702-54-6,,,,,,,,,
DB09059,Atosiban,90779-69-4,,5311010,90779-69-4,,,,,,,,,,
DB09060,Avibactam,1192500-31-4,9835049.0,9835049,1192500-31-4,396731-14-9,,,,,,,,,
DB09061,Cannabidiol,13956-29-1,644019.0,644019,13956-29-1,3556-78-3,,,,,,,,,
DB09063,Ceritinib,1032900-25-6,57379345.0,57379345,1032900-25-6,,,,,,,,,,
DB09065,Cobicistat,1004316-88-4,25151504.0,25151504,1004316-88-4,,,,,,,,,,
DB09067,Corticorelin ovine triflutate,121249-14-7,16132344.0,16132344,79804-71-0,121249-14-7,,,,,,,,,
DB09068,Vortioxetine,508233-74-7,71768094.0,9966051,508233-74-7,,,,,,,,,,
DB09069,Trimetazidine,5011-34-7,21109.0,21109,5011-34-7,,,,,,,,,,
DB09070,Tibolone,5630-53-5,444008.0,444008,5630-53-5,,,,,,,,,,
DB09071,Tasimelteon,609799-22-6,10220503.0,10220503,609799-22-6,,,,,,,,,,
DB09072,Sodium oxybate,502-85-2,23663870.0,23663870,502-85-2,,,,,,,,,,
DB09073,Palbociclib,571190-30-2,5330286.0,5330286,571190-30-2,,,,,,,,,,
DB09074,Olaparib,763113-22-0,,23725625,763113-22-0,,,,,,,,,,
DB09075,Edoxaban,480449-70-5,10280735.0,10280735,480449-70-5,,,,,,,,,,
DB09076,Umeclidinium,869185-19-3,11519070.0,11519070,869185-19-3,,,,,,,,,,
DB09078,Lenvatinib,417716-92-8,9823820.0,9823820,417716-92-8,,,,,,,,,,
DB09079,Nintedanib,656247-17-5,9809715.0,135423438,656247-17-5,,,,,,,,,,
DB09080,Olodaterol,868049-49-4,11504295.0,11504295,868049-49-4,,,,,,,,,,
DB09081,Idebenone,58186-27-9,12881464.0,12881464,58186-27-9,,,,,,,,,,
DB09082,Vilanterol,503068-34-6,10184665.0,10184665,503068-34-6,,,,,,,,,,
DB09083,Ivabradine,155974-00-8,132999.0,132999,155974-00-8,,,,,,,,,,
DB09084,Benzydamine,642-72-8,12555.0,12555,642-72-8,,,,,,,,,,
DB09085,Tetracaine,94-24-6,5411.0,5411,94-24-6,,,,,,,,,,
DB09086,Eugenol,97-53-0,3314.0,3314,97-53-0,,,,,,,,,,
DB09087,Potassium alum,10043-67-1,24856.0,24856,10043-67-1,,,,,,,,,,
DB09088,Amylocaine,644-26-8,10767.0,10767,644-26-8,,,,,,,,,,
DB09089,Trimebutine,39133-31-8,5573.0,5573,58997-89-0,39133-31-8,58997-90-3,,,,,,,,
DB09090,Pinaverium,59995-65-2,40704.0,40704,59995-65-2,,,,,,,,,,
DB09091,Tixocortol,61951-99-3,162955.0,162955,61951-99-3,,,,,,,,,,
DB09092,Xanthinol,2530-97-4,9913.0,9913,2530-97-4,,,,,,,,,,
DB09093,Chlortetracycline,57-62-5,54708735.0,54675777,57-62-5,,,,,,,,,,
DB09094,Podophyllin,9000-55-9,11979494.0,11979494,9000-55-9,,,,,,,,,,
DB09095,Difluocortolone,2607-06-9,11954369.0,11954369,2607-06-9,,,,,,,,,,
DB09096,Benzoyl peroxide,94-36-0,7187.0,7187,94-36-0,,,,,,,,,,
DB09097,Quinagolide,87056-78-8,3086401.0,3086401,87056-78-8,,,,,,,,,,
DB09099,Somatostatin,38916-34-6,16129681.0,16129706,38916-34-6,51110-01-1,54472-66-1,,,,,,,,
DB09101,Elvitegravir,697761-98-1,5277135.0,5277135,697761-98-1,,,,,,,,,,
DB09102,Daclatasvir,1009119-64-5,25154714.0,25154714,1009119-64-5,1009119-65-6,,,,,,,,,
DB09104,Magnesium hydroxide,1309-42-8,73981.0,73981,1317-43-7,1309-42-8,,,,,,,,,
DB09110,Coenzyme M,3375-50-6,598.0,598,3375-50-6,,,,,,,,,,
DB09112,Nitrous acid,7782-77-6,23668193.0,24529,7782-77-6,14797-65-0,,,,,,,,,
DB09114,Colfosceril palmitate,63-89-8,452110.0,452110,63-89-8,,,,,,,,,,
DB09115,Diiodohydroxyquinoline,83-73-8,3728.0,3728,83-73-8,,,,,,,,,,
DB09116,Calcium carbimide,156-62-7,56955933.0,56955933,156-62-7,,,,,,,,,,
DB09117,Paraldehyde,123-63-7,31264.0,31264,123-63-7,1499-02-1,,,,,,,,,
DB09118,Stiripentol,49763-96-4,5311454.0,5311454,49763-96-4,137767-55-6,,,,,,,,,
DB09119,Eslicarbazepine acetate,236395-14-5,179344.0,179344,236395-14-5,,,,,,,,,,
DB09120,Zucapsaicin,25775-90-0,1548942.0,1548942,25775-90-0,,,,,,,,,,
DB09121,Aurothioglucose,12192-57-3,6104.0,6104,12192-57-3,,,,,,,,,,
DB09123,Dienogest,65928-58-7,68861.0,68861,65928-58-7,,,,,,,,,,
DB09124,Medrogestone,977-79-7,9949848.0,9949848,977-79-7,,,,,,,,,,
DB09125,Potassium citrate,866-84-2,13344.0,13344,866-84-2,6100-05-6,7778-49-6,,,,,,,,
DB09128,Brexpiprazole,913611-97-9,11978813.0,11978813,913611-97-9,,,,,,,,,,
DB09129,Chromic chloride,10025-73-7,6452300.0,6452300,10025-73-7,39345-92-1,,,,,,,,,
DB09130,Copper,7440-50-8,23978.0,23978,7440-50-8,7440-50-8 (copper); 1317-38-0 (copper oxide),,,,,,,,,
DB09131,Cupric Chloride,7447-39-4,24014.0,24014,7447-39-4,1344-67-8,,,,,,,,,
DB09132,Gadoteric acid,72573-82-1,158536.0,158536,72573-82-1,83678-67-5,92923-44-9,,,,,,,,
DB09133,Iothalamic acid,2276-90-6,3737.0,3737,2276-90-6,,,,,,,,,,
DB09134,Ioversol,87771-40-2,3741.0,3741,87771-40-2,8771-40-2,,,,,,,,,
DB09135,Ioxilan,107793-72-6,3743.0,3743,107793-72-6,,,,,,,,,,
DB09136,Isosulfan blue,748080-29-7,50108.0,4695,68238-36-8,748080-29-7,,,,,,,,,
DB09137,Technetium Tc-99m mebrofenin,1415247-71-0,11431716.0,11431716,1415247-71-0,,,,,,,,,,
DB09138,Technetium Tc-99m medronate,121524-79-6,131704315.0,131704315,121524-79-6,,,,,,,,,,
DB09139,Technetium Tc-99m oxidronate,72945-61-0,123801.0,123801,72945-61-0,,,,,,,,,,
DB09140,Oxygen,7782-44-7,977.0,977,7782-44-7,11062-77-4,,,,,,,,,
DB09142,Sincalide,25126-32-3,9833444.0,9833444,25126-32-3,,,,,,,,,,
DB09143,Sonidegib,956697-53-3,24775005.0,24775005,956697-53-3,,,,,,,,,,
DB09144,Uridine triacetate,4105-38-8,20058.0,20058,4105-38-8,,,,,,,,,,
DB09145,Water,7732-18-5,962.0,962,7732-18-5,191612-63-2,146915-49-3,158061-35-9,191612-61-0,146915-50-6,,,,,
DB09146,Iron sucrose,8047-67-4,91663255.0,91663255,8047-67-4,,,,,,,,,,
DB09148,Florbetaben (18F),902143-01-5,11501341.0,11501341,902143-01-5,,,,,,,,,,
DB09149,Florbetapir (18F),956103-76-7,24822371.0,24822371,956103-76-7,,,,,,,,,,
DB09151,Flutemetamol (18F),765922-62-1,15950376.0,15950376,765922-62-1,,,,,,,,,,
DB09152,Nitrogen,7727-37-9,947.0,947,7727-37-9,13966-04-6,154680-01-0,,,,,,,,
DB09153,Sodium chloride,7647-14-5,5234.0,5234,7647-14-5,14762-51-7,32343-72-9,8028-77-1,,,,,,,
DB09154,Sodium citrate,68-04-2,6224.0,6224,68-04-2,994-36-5,6132-04-3,18996-35-5,,,,,,,
DB09155,Helium,7440-59-7,23987.0,23987,7440-59-7,71086-78-7,,,,,,,,,
DB09156,Iopromide,73334-07-3,3736.0,3736,73334-07-3,,,,,,,,,,
DB09157,Carbon dioxide,124-38-9,280.0,280,124-38-9,14485-07-5,18923-20-1,,,,,,,,
